League,MatchDate,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HomeShots,AwayShots,HomeCorners,AwayCorners,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,AvgHomeOdds,AvgDrawOdds,AvgAwayOdds
I1,2022-04-18,Atalanta,Verona,1,2,A,17,21,10,1,1.65,4.1,5.0,1.62,4.22,5.25
I1,2022-04-20,Udinese,Salernitana,0,1,A,11,9,9,3,1.5,4.5,6.0,1.51,4.4,6.33
I1,2022-04-23,Torino,Spezia,2,1,H,14,7,5,6,1.66,3.6,5.5,1.69,3.77,5.33
I1,2022-04-23,Venezia,Atalanta,1,3,A,8,19,0,7,6.5,4.33,1.5,6.62,4.54,1.49
I1,2022-04-23,Inter,Roma,3,1,H,11,9,4,3,1.61,4.0,5.5,1.63,4.04,5.43
I1,2022-04-23,Verona,Sampdoria,1,1,D,12,4,4,5,1.75,3.75,4.6,1.78,3.76,4.63
I1,2022-04-24,Salernitana,Fiorentina,2,1,H,10,8,6,4,5.5,3.8,1.66,5.45,3.99,1.64
I1,2022-04-24,Bologna,Udinese,2,2,D,10,17,2,4,2.8,3.25,2.6,2.87,3.33,2.54
I1,2022-04-24,Empoli,Napoli,3,2,H,17,16,10,7,5.5,4.0,1.6,5.38,4.18,1.62
I1,2022-04-24,Genoa,Cagliari,1,0,H,13,11,2,3,2.2,3.25,3.5,2.23,3.23,3.51
I1,2022-04-24,Lazio,Milan,1,2,A,7,25,2,8,2.9,3.4,2.45,2.9,3.45,2.45
I1,2022-04-25,Sassuolo,Juventus,1,2,A,22,10,6,4,4.2,3.9,1.8,4.24,3.89,1.81
I1,2022-04-27,Fiorentina,Udinese,0,4,A,18,17,14,2,1.7,4.0,4.75,1.71,3.97,4.84
I1,2022-04-27,Atalanta,Torino,4,4,D,16,5,8,0,1.6,4.0,5.75,1.6,4.17,5.66
I1,2022-04-27,Bologna,Inter,2,1,H,5,26,0,7,7.0,5.0,1.4,7.69,5.05,1.4
I1,2022-04-30,Cagliari,Verona,1,2,A,14,13,2,2,2.45,3.6,2.75,2.54,3.46,2.78
I1,2022-04-30,Napoli,Sassuolo,6,1,H,18,13,4,3,1.45,4.75,6.5,1.47,4.93,6.27
I1,2022-04-30,Sampdoria,Genoa,1,0,H,10,14,1,2,2.75,3.25,2.62,2.75,3.17,2.74
I1,2022-04-30,Spezia,Lazio,3,4,A,9,22,4,5,5.5,3.75,1.65,5.06,4.0,1.68
I1,2022-05-01,Juventus,Venezia,2,1,H,17,9,8,4,1.2,6.5,15.0,1.21,6.75,14.32
I1,2022-05-01,Empoli,Torino,1,3,A,11,13,5,4,2.7,3.4,2.55,2.77,3.45,2.55
I1,2022-05-01,Milan,Fiorentina,1,0,H,13,8,2,2,1.61,4.0,5.5,1.65,3.96,5.5
I1,2022-05-01,Udinese,Inter,1,2,A,7,12,5,11,6.0,4.2,1.55,5.99,4.3,1.56
I1,2022-05-01,Roma,Bologna,0,0,D,17,10,10,5,1.5,4.5,6.0,1.47,4.62,6.76
I1,2022-05-02,Atalanta,Salernitana,1,1,D,20,11,11,4,1.25,6.5,9.5,1.27,6.01,11.1
I1,2022-05-05,Salernitana,Venezia,2,1,H,19,10,6,4,1.75,3.6,4.5,1.82,3.75,4.39
I1,2022-05-06,Inter,Empoli,4,2,H,37,4,15,2,1.14,9.0,15.0,1.14,9.17,17.69
I1,2022-05-06,Genoa,Juventus,2,1,H,18,12,9,2,3.75,3.3,2.05,3.91,3.26,2.09
I1,2022-05-07,Torino,Napoli,0,1,A,10,11,6,4,3.6,3.5,2.05,3.56,3.64,2.05
I1,2022-05-07,Sassuolo,Udinese,1,1,D,15,13,6,9,2.3,3.6,2.87,2.35,3.74,2.87
I1,2022-05-07,Lazio,Sampdoria,2,0,H,16,9,6,0,1.44,4.75,6.5,1.47,4.7,6.74
I1,2022-05-08,Spezia,Atalanta,1,3,A,5,17,0,3,6.5,4.75,1.45,6.33,4.78,1.48
I1,2022-05-08,Venezia,Bologna,4,3,H,18,23,4,8,2.87,3.5,2.35,3.0,3.55,2.33
I1,2022-05-08,Salernitana,Cagliari,1,1,D,13,9,7,6,2.37,3.4,3.0,2.42,3.34,3.03
I1,2022-05-08,Verona,Milan,1,3,A,10,18,5,8,4.33,4.2,1.7,4.47,4.02,1.76
I1,2022-05-09,Fiorentina,Roma,2,0,H,12,6,5,3,2.37,3.3,3.0,2.39,3.41,3.02
I1,2022-05-14,Empoli,Salernitana,1,1,D,16,28,3,11,3.1,3.75,2.1,3.17,3.81,2.14
I1,2022-05-14,Udinese,Spezia,2,3,A,17,10,4,2,1.83,3.9,4.0,1.86,3.82,4.11
I1,2022-05-14,Verona,Torino,0,1,A,10,11,4,4,2.3,3.5,3.0,2.31,3.48,3.1
I1,2022-05-14,Roma,Venezia,1,1,D,46,4,20,2,1.25,6.5,11.0,1.24,6.56,11.28
I1,2022-05-15,Bologna,Sassuolo,1,3,A,8,16,4,9,2.4,3.8,2.62,2.47,3.76,2.68
I1,2022-05-15,Napoli,Genoa,3,0,H,17,11,9,2,1.8,4.0,3.8,1.84,3.99,4.02
I1,2022-05-15,Milan,Atalanta,2,0,H,12,12,4,6,1.75,4.2,4.2,1.79,4.14,4.14
I1,2022-05-15,Cagliari,Inter,1,3,A,10,17,2,5,7.0,5.25,1.4,7.56,5.35,1.38
I1,2022-05-16,Sampdoria,Fiorentina,4,1,H,12,12,4,5,3.75,3.8,1.9,3.94,3.77,1.9
I1,2022-05-16,Juventus,Lazio,2,2,D,4,18,0,9,2.25,3.6,2.9,2.34,3.52,3.01
I1,2022-05-20,Torino,Roma,0,3,A,13,14,5,6,3.3,3.6,2.1,3.43,3.63,2.11
I1,2022-05-21,Genoa,Bologna,0,1,A,18,11,9,9,2.25,3.6,3.0,2.32,3.54,3.03
I1,2022-05-21,Atalanta,Empoli,0,1,A,40,7,15,2,1.22,7.0,11.0,1.22,7.22,11.29
I1,2022-05-21,Fiorentina,Juventus,2,0,H,13,1,6,2,1.8,3.8,4.2,1.83,3.84,4.26
I1,2022-05-21,Lazio,Verona,3,3,D,19,10,6,4,1.75,4.0,4.33,1.76,4.11,4.29
I1,2022-05-22,Spezia,Napoli,0,3,A,16,10,4,2,5.75,4.5,1.53,5.75,4.64,1.53
I1,2022-05-22,Inter,Sampdoria,3,0,H,27,9,8,2,1.14,8.0,19.0,1.13,9.1,20.49
I1,2022-05-22,Sassuolo,Milan,0,3,A,15,18,3,7,6.5,4.75,1.45,6.63,4.87,1.46
I1,2022-05-22,Salernitana,Udinese,0,4,A,25,19,7,1,1.7,4.0,4.75,1.7,4.17,4.6
I1,2022-05-22,Venezia,Cagliari,0,0,D,7,31,6,11,4.5,3.8,1.72,4.68,4.05,1.72
I1,2022-08-13,Milan,Udinese,4,2,H,14,9,5,1,1.44,4.75,7.0,1.41,4.75,8.14
I1,2022-08-13,Sampdoria,Atalanta,0,2,A,11,9,3,2,4.33,3.9,1.75,4.45,3.91,1.77
I1,2022-08-13,Lecce,Inter,1,2,A,10,19,6,8,10.0,5.75,1.28,10.22,5.67,1.3
I1,2022-08-13,Monza,Torino,1,2,A,15,13,2,7,2.6,3.3,2.75,2.58,3.29,2.84
I1,2022-08-14,Fiorentina,Cremonese,3,2,H,27,13,11,4,1.36,5.0,8.5,1.38,5.02,8.16
I1,2022-08-14,Lazio,Bologna,2,1,H,9,11,3,2,1.57,4.33,5.75,1.58,4.3,5.49
I1,2022-08-14,Salernitana,Roma,0,1,A,13,20,4,2,6.5,4.75,1.44,6.42,4.57,1.49
I1,2022-08-14,Spezia,Empoli,1,0,H,9,18,6,4,2.45,3.3,2.9,2.49,3.33,2.91
I1,2022-08-15,Verona,Napoli,2,5,A,6,25,4,8,3.5,3.5,2.05,3.46,3.58,2.1
I1,2022-08-15,Juventus,Sassuolo,3,0,H,14,19,3,2,1.44,4.75,7.0,1.46,4.81,6.65
I1,2022-08-20,Torino,Lazio,0,0,D,10,7,6,4,3.0,3.5,2.3,2.99,3.45,2.38
I1,2022-08-20,Udinese,Salernitana,0,0,D,15,17,6,6,1.75,3.8,4.5,1.75,3.89,4.63
I1,2022-08-20,Inter,Spezia,3,0,H,19,2,10,4,1.16,8.0,15.0,1.17,7.9,15.8
I1,2022-08-20,Sassuolo,Lecce,1,0,H,12,7,5,4,1.75,4.0,4.2,1.79,3.99,4.24
I1,2022-08-21,Empoli,Fiorentina,0,0,D,4,19,1,9,3.75,3.8,1.9,3.73,3.83,1.94
I1,2022-08-21,Napoli,Monza,4,0,H,22,4,10,4,1.33,5.5,8.0,1.35,5.4,8.49
I1,2022-08-21,Atalanta,Milan,1,1,D,11,18,4,6,2.75,3.5,2.5,2.79,3.49,2.5
I1,2022-08-21,Bologna,Verona,1,1,D,17,19,9,8,2.15,3.5,3.3,2.2,3.5,3.3
I1,2022-08-22,Roma,Cremonese,1,0,H,27,14,5,6,1.25,6.5,11.0,1.24,6.14,13.06
I1,2022-08-22,Sampdoria,Juventus,0,0,D,10,10,3,4,5.75,4.0,1.6,5.74,4.06,1.61
I1,2022-08-26,Monza,Udinese,1,2,A,10,15,3,5,3.1,3.4,2.3,3.15,3.43,2.3
I1,2022-08-26,Lazio,Inter,3,1,H,11,19,2,4,4.0,3.8,1.83,4.08,3.76,1.88
I1,2022-08-27,Cremonese,Torino,1,2,A,16,14,3,3,3.2,3.4,2.25,3.23,3.39,2.29
I1,2022-08-27,Juventus,Roma,1,1,D,14,8,4,5,2.3,3.3,3.1,2.38,3.22,3.21
I1,2022-08-27,Milan,Bologna,2,0,H,19,8,5,1,1.33,5.5,8.5,1.35,5.37,8.74
I1,2022-08-27,Spezia,Sassuolo,2,2,D,7,21,2,6,3.0,3.6,2.25,3.02,3.61,2.29
I1,2022-08-28,Salernitana,Sampdoria,4,0,H,9,17,6,3,2.45,3.2,3.0,2.47,3.24,3.04
I1,2022-08-28,Verona,Atalanta,0,1,A,14,15,7,6,4.2,4.0,1.75,4.3,3.94,1.8
I1,2022-08-28,Fiorentina,Napoli,0,0,D,10,13,2,3,3.25,3.6,2.15,3.3,3.66,2.14
I1,2022-08-28,Lecce,Empoli,1,1,D,15,9,3,5,2.3,3.5,3.0,2.39,3.45,2.97
I1,2022-08-30,Sassuolo,Milan,0,0,D,8,10,3,8,5.25,4.33,1.57,5.45,4.29,1.6
I1,2022-08-30,Inter,Cremonese,3,1,H,18,11,6,6,1.14,8.0,21.0,1.14,9.13,18.79
I1,2022-08-30,Roma,Monza,3,0,H,14,13,5,4,1.3,5.5,10.0,1.3,5.89,10.0
I1,2022-08-31,Empoli,Verona,1,1,D,16,9,7,10,2.62,3.3,2.7,2.69,3.36,2.66
I1,2022-08-31,Sampdoria,Lazio,1,1,D,10,13,5,7,4.2,3.6,1.85,4.11,3.67,1.89
I1,2022-08-31,Udinese,Fiorentina,1,0,H,8,12,3,7,2.7,3.5,2.5,2.71,3.47,2.58
I1,2022-08-31,Juventus,Spezia,2,0,H,15,9,7,3,1.28,5.75,12.0,1.27,5.79,11.84
I1,2022-08-31,Napoli,Lecce,1,1,D,19,9,6,4,1.25,6.25,11.0,1.26,6.24,10.99
I1,2022-09-01,Atalanta,Torino,3,1,H,12,8,7,2,1.72,3.75,5.25,1.71,3.94,4.95
I1,2022-09-01,Bologna,Salernitana,1,1,D,11,20,1,8,1.85,3.6,4.33,1.88,3.57,4.26
I1,2022-09-03,Fiorentina,Juventus,1,1,D,17,4,10,2,3.0,3.25,2.4,3.06,3.22,2.46
I1,2022-09-03,Milan,Inter,3,2,H,21,16,2,5,2.8,3.25,2.6,2.79,3.3,2.63
I1,2022-09-03,Lazio,Napoli,1,2,A,8,19,6,8,2.9,3.5,2.37,2.93,3.56,2.38
I1,2022-09-04,Cremonese,Sassuolo,0,0,D,10,17,2,3,3.0,3.5,2.25,3.05,3.53,2.31
I1,2022-09-04,Spezia,Bologna,2,2,D,15,13,7,2,3.0,3.3,2.37,3.04,3.27,2.45
I1,2022-09-04,Verona,Sampdoria,2,1,H,17,11,7,2,2.05,3.6,3.6,2.06,3.53,3.64
I1,2022-09-04,Udinese,Roma,4,0,H,11,12,3,7,4.2,3.75,1.85,4.01,3.68,1.92
I1,2022-09-05,Monza,Atalanta,0,2,A,11,13,4,9,5.75,4.2,1.57,5.64,4.3,1.58
I1,2022-09-05,Salernitana,Empoli,2,2,D,15,11,6,7,2.25,3.4,3.2,2.27,3.43,3.21
I1,2022-09-05,Torino,Lecce,1,0,H,13,10,4,4,1.7,3.75,5.25,1.73,3.7,5.11
I1,2022-09-10,Napoli,Spezia,1,0,H,28,10,10,5,1.25,6.0,11.0,1.26,6.27,11.33
I1,2022-09-10,Inter,Torino,1,0,H,16,9,6,5,1.45,4.75,7.0,1.45,4.77,7.01
I1,2022-09-10,Sampdoria,Milan,1,2,A,10,15,2,4,6.0,4.5,1.5,6.31,4.37,1.52
I1,2022-09-11,Atalanta,Cremonese,1,1,D,14,7,3,3,1.3,5.5,9.5,1.33,5.44,9.28
I1,2022-09-11,Bologna,Fiorentina,2,1,H,12,13,6,8,2.9,3.4,2.45,2.97,3.4,2.42
I1,2022-09-11,Lecce,Monza,1,1,D,7,2,8,5,2.25,3.4,3.2,2.3,3.35,3.21
I1,2022-09-11,Sassuolo,Udinese,1,3,A,5,17,5,6,2.7,3.5,2.55,2.69,3.51,2.58
I1,2022-09-11,Lazio,Verona,2,0,H,15,7,3,5,1.57,4.2,5.5,1.59,4.23,5.51
I1,2022-09-11,Juventus,Salernitana,2,2,D,22,11,8,2,1.4,4.5,8.5,1.41,4.73,8.11
I1,2022-09-12,Empoli,Roma,1,2,A,20,13,7,7,5.0,3.8,1.7,4.7,3.93,1.73
I1,2022-09-16,Salernitana,Lecce,1,2,A,8,13,4,5,2.25,3.3,3.3,2.25,3.33,3.37
I1,2022-09-17,Bologna,Empoli,0,1,A,16,12,5,8,2.1,3.5,3.4,2.13,3.52,3.42
I1,2022-09-17,Spezia,Sampdoria,2,1,H,6,11,3,6,2.7,3.25,2.7,2.69,3.24,2.74
I1,2022-09-17,Torino,Sassuolo,0,1,A,12,10,4,3,1.8,3.75,4.5,1.83,3.77,4.3
I1,2022-09-18,Udinese,Inter,3,1,H,20,14,7,4,3.8,3.6,1.95,3.83,3.8,1.92
I1,2022-09-18,Cremonese,Lazio,0,4,A,18,14,8,5,4.33,3.75,1.8,4.22,3.9,1.81
I1,2022-09-18,Fiorentina,Verona,2,0,H,15,8,7,3,1.75,3.8,4.5,1.78,3.85,4.48
I1,2022-09-18,Monza,Juventus,1,0,H,17,10,5,3,4.5,3.6,1.8,4.41,3.63,1.84
I1,2022-09-18,Roma,Atalanta,0,1,A,21,4,5,1,2.05,3.5,3.5,2.07,3.57,3.55
I1,2022-09-18,Milan,Napoli,1,2,A,22,9,9,4,2.15,3.5,3.3,2.14,3.5,3.44
I1,2022-10-01,Napoli,Torino,3,1,H,15,16,4,4,1.6,4.0,5.75,1.6,4.13,5.57
I1,2022-10-01,Inter,Roma,1,2,A,15,10,5,1,2.0,3.5,3.75,2.08,3.5,3.61
I1,2022-10-01,Empoli,Milan,1,3,A,16,19,3,7,5.5,4.0,1.6,5.47,4.13,1.61
I1,2022-10-02,Lazio,Spezia,4,0,H,13,14,3,6,1.4,5.0,7.5,1.4,4.96,7.65
I1,2022-10-02,Lecce,Cremonese,1,1,D,6,13,1,8,2.05,3.4,3.75,2.08,3.47,3.6
I1,2022-10-02,Sampdoria,Monza,0,3,A,3,13,2,4,2.25,3.4,3.2,2.32,3.34,3.16
I1,2022-10-02,Sassuolo,Salernitana,5,0,H,17,6,1,2,2.0,3.75,3.5,2.04,3.68,3.5
I1,2022-10-02,Atalanta,Fiorentina,1,0,H,10,16,1,5,1.95,3.5,4.0,1.97,3.56,3.88
I1,2022-10-02,Juventus,Bologna,3,0,H,17,9,2,4,1.5,4.33,6.5,1.51,4.3,6.48
I1,2022-10-03,Verona,Udinese,1,2,A,7,21,4,9,3.25,3.4,2.2,3.1,3.51,2.27
I1,2022-10-08,Sassuolo,Inter,1,2,A,15,16,6,5,4.33,4.2,1.7,4.41,4.18,1.73
I1,2022-10-08,Milan,Juventus,2,0,H,21,10,9,3,2.05,3.4,3.6,2.11,3.38,3.65
I1,2022-10-08,Bologna,Sampdoria,1,1,D,10,9,2,5,2.05,3.5,3.6,2.06,3.52,3.63
I1,2022-10-09,Torino,Empoli,1,1,D,20,6,6,1,1.72,3.6,5.0,1.76,3.67,4.86
I1,2022-10-09,Monza,Spezia,2,0,H,7,9,3,6,1.9,3.6,4.0,1.91,3.58,4.14
I1,2022-10-09,Salernitana,Verona,2,1,H,14,12,1,6,2.4,3.4,2.87,2.45,3.46,2.88
I1,2022-10-09,Udinese,Atalanta,2,2,D,10,9,5,3,2.5,3.4,2.75,2.56,3.41,2.76
I1,2022-10-09,Cremonese,Napoli,1,4,A,12,21,5,2,7.0,4.5,1.45,6.93,4.71,1.45
I1,2022-10-09,Roma,Lecce,2,1,H,20,6,13,4,1.33,5.25,8.5,1.36,4.98,9.21
I1,2022-10-10,Fiorentina,Lazio,0,4,A,24,10,9,2,2.4,3.5,2.8,2.47,3.44,2.87
I1,2022-10-15,Empoli,Monza,1,0,H,11,16,2,9,2.55,3.3,2.8,2.54,3.31,2.87
I1,2022-10-15,Torino,Juventus,0,1,A,15,14,3,6,3.0,3.1,2.5,3.05,3.17,2.5
I1,2022-10-15,Atalanta,Sassuolo,2,1,H,16,11,3,3,1.65,4.0,5.0,1.66,4.15,4.94
I1,2022-10-16,Inter,Salernitana,2,0,H,16,8,6,4,1.3,5.75,9.0,1.29,5.85,10.02
I1,2022-10-16,Lazio,Udinese,0,0,D,8,12,7,3,2.2,3.5,3.25,2.19,3.61,3.23
I1,2022-10-16,Spezia,Cremonese,2,2,D,15,24,6,8,2.45,3.2,3.1,2.47,3.17,3.07
I1,2022-10-16,Napoli,Bologna,3,2,H,30,16,6,4,1.25,6.0,11.0,1.26,6.0,11.54
I1,2022-10-16,Verona,Milan,1,2,A,19,16,9,3,6.0,4.0,1.57,5.98,4.19,1.56
I1,2022-10-17,Sampdoria,Roma,0,1,A,8,7,4,3,4.75,3.75,1.72,5.01,3.75,1.73
I1,2022-10-17,Lecce,Fiorentina,1,1,D,6,10,2,8,3.75,3.4,2.05,3.83,3.32,2.07
I1,2022-10-21,Juventus,Empoli,4,0,H,21,12,6,4,1.4,5.0,7.0,1.4,4.94,7.8
I1,2022-10-22,Salernitana,Spezia,1,0,H,17,14,4,7,2.0,3.5,3.8,2.02,3.49,3.8
I1,2022-10-22,Milan,Monza,4,1,H,12,16,2,2,1.4,5.0,7.5,1.4,4.88,7.9
I1,2022-10-22,Fiorentina,Inter,3,4,A,10,8,1,2,3.6,3.5,2.05,3.63,3.54,2.05
I1,2022-10-23,Udinese,Torino,1,2,A,16,15,7,4,2.0,3.3,4.0,2.03,3.37,3.91
I1,2022-10-23,Bologna,Lecce,2,0,H,12,9,9,4,2.15,3.2,3.75,2.19,3.21,3.62
I1,2022-10-23,Atalanta,Lazio,0,2,A,7,12,5,8,1.95,3.5,4.0,1.98,3.69,3.75
I1,2022-10-23,Roma,Napoli,0,1,A,6,12,3,4,2.87,3.5,2.4,2.89,3.52,2.41
I1,2022-10-24,Cremonese,Sampdoria,0,1,A,21,8,5,1,2.4,3.3,3.0,2.46,3.32,2.95
I1,2022-10-24,Sassuolo,Verona,2,1,H,14,13,4,5,1.95,3.5,4.0,1.96,3.61,3.82
I1,2022-10-29,Napoli,Sassuolo,4,0,H,18,10,11,5,1.28,6.0,8.5,1.29,5.91,9.52
I1,2022-10-29,Lecce,Juventus,0,1,A,5,13,7,7,4.33,3.3,1.9,4.42,3.42,1.89
I1,2022-10-29,Inter,Sampdoria,3,0,H,17,9,3,3,1.25,6.0,12.0,1.25,6.15,12.03
I1,2022-10-30,Empoli,Atalanta,0,2,A,13,20,7,2,4.33,3.8,1.8,4.35,3.79,1.8
I1,2022-10-30,Cremonese,Udinese,0,0,D,13,13,7,4,4.0,3.8,1.85,4.01,3.76,1.87
I1,2022-10-30,Spezia,Fiorentina,1,2,A,10,27,5,5,4.0,3.6,1.9,4.1,3.59,1.89
I1,2022-10-30,Lazio,Salernitana,1,3,A,13,10,4,5,1.5,4.5,6.5,1.49,4.53,6.35
I1,2022-10-30,Torino,Milan,2,1,H,7,12,6,1,3.75,3.3,2.1,3.63,3.33,2.12
I1,2022-10-31,Verona,Roma,1,3,A,7,14,2,4,4.33,3.6,1.83,4.32,3.59,1.84
I1,2022-10-31,Monza,Bologna,1,2,A,9,10,4,5,2.2,3.3,3.4,2.22,3.33,3.32
I1,2022-11-04,Udinese,Lecce,1,1,D,16,9,3,2,1.61,3.9,5.5,1.65,3.85,5.66
I1,2022-11-05,Empoli,Sassuolo,1,0,H,17,10,3,6,2.8,3.4,2.45,2.79,3.48,2.51
I1,2022-11-05,Salernitana,Cremonese,2,2,D,11,11,2,2,2.15,3.6,3.3,2.17,3.42,3.43
I1,2022-11-05,Atalanta,Napoli,1,2,A,17,7,5,2,3.3,3.6,2.15,3.39,3.69,2.1
I1,2022-11-05,Milan,Spezia,2,1,H,23,13,3,6,1.22,6.0,13.0,1.22,6.54,13.51
I1,2022-11-06,Bologna,Torino,2,1,H,9,7,3,1,3.0,3.1,2.5,3.05,3.13,2.51
I1,2022-11-06,Monza,Verona,2,0,H,14,7,5,2,2.2,3.4,3.3,2.2,3.45,3.32
I1,2022-11-06,Sampdoria,Fiorentina,0,2,A,14,5,4,4,4.2,3.4,1.9,4.06,3.49,1.95
I1,2022-11-06,Roma,Lazio,0,1,A,8,5,4,2,2.0,3.5,3.8,2.03,3.52,3.74
I1,2022-11-06,Juventus,Inter,2,0,H,8,14,2,8,3.1,3.4,2.37,3.05,3.35,2.39
I1,2022-11-08,Napoli,Empoli,2,0,H,18,6,5,0,1.25,6.5,9.5,1.24,6.61,11.31
I1,2022-11-08,Spezia,Udinese,1,1,D,21,10,9,0,4.0,3.5,1.9,4.01,3.56,1.94
I1,2022-11-08,Cremonese,Milan,0,0,D,6,16,2,4,6.0,4.2,1.55,6.15,4.28,1.54
I1,2022-11-09,Lecce,Atalanta,2,1,H,15,12,4,3,4.75,3.5,1.8,4.7,3.6,1.8
I1,2022-11-09,Sassuolo,Roma,1,1,D,14,10,3,2,3.4,3.6,2.1,3.48,3.58,2.1
I1,2022-11-09,Fiorentina,Salernitana,2,1,H,18,4,4,3,1.53,4.2,6.25,1.54,4.32,6.07
I1,2022-11-09,Inter,Bologna,6,1,H,13,10,4,4,1.28,5.75,10.0,1.31,5.59,9.7
I1,2022-11-09,Torino,Sampdoria,2,0,H,8,11,4,3,1.61,3.8,5.75,1.63,3.81,5.88
I1,2022-11-10,Verona,Juventus,0,1,A,15,11,5,4,5.0,3.8,1.66,5.26,3.82,1.69
I1,2022-11-10,Lazio,Monza,1,0,H,12,8,4,3,1.61,4.2,5.0,1.62,4.13,5.37
I1,2022-11-11,Empoli,Cremonese,2,0,H,13,19,4,9,2.5,3.4,2.8,2.52,3.33,2.88
I1,2022-11-12,Napoli,Udinese,3,2,H,15,10,5,3,1.5,4.75,5.75,1.48,4.7,6.23
I1,2022-11-12,Sampdoria,Lecce,0,2,A,11,11,9,0,2.62,3.0,3.0,2.66,3.05,2.93
I1,2022-11-12,Bologna,Sassuolo,3,0,H,8,9,4,6,2.3,3.5,3.0,2.34,3.5,3.01
I1,2022-11-13,Atalanta,Inter,2,3,A,19,14,5,4,3.1,3.75,2.2,3.07,3.59,2.27
I1,2022-11-13,Monza,Salernitana,3,0,H,19,5,6,1,2.15,3.25,3.6,2.1,3.39,3.63
I1,2022-11-13,Roma,Torino,1,1,D,13,10,7,0,1.9,3.4,4.33,1.92,3.44,4.28
I1,2022-11-13,Verona,Spezia,1,2,A,18,16,2,10,2.1,3.4,3.6,2.11,3.47,3.52
I1,2022-11-13,Milan,Fiorentina,2,1,H,12,11,5,7,1.7,3.8,5.0,1.72,3.87,4.84
I1,2022-11-13,Juventus,Lazio,3,0,H,13,10,2,6,1.95,3.5,4.0,2.0,3.44,3.95
I1,2023-01-04,Salernitana,Milan,1,2,A,8,16,6,2,7.0,4.33,1.45,6.87,4.47,1.48
I1,2023-01-04,Sassuolo,Sampdoria,1,2,A,16,9,9,1,1.73,3.75,4.75,1.76,3.75,4.73
I1,2023-01-04,Spezia,Atalanta,2,2,D,7,19,3,8,4.75,3.8,1.67,4.74,4.0,1.71
I1,2023-01-04,Torino,Verona,1,1,D,9,10,6,3,1.83,3.4,4.5,1.85,3.6,4.42
I1,2023-01-04,Lecce,Lazio,2,1,H,11,8,4,3,3.6,3.3,2.05,3.72,3.26,2.13
I1,2023-01-04,Roma,Bologna,1,0,H,14,10,3,3,1.6,3.8,5.5,1.63,3.87,5.72
I1,2023-01-04,Cremonese,Juventus,0,1,A,13,19,3,8,4.75,3.8,1.67,5.14,3.81,1.7
I1,2023-01-04,Fiorentina,Monza,1,1,D,22,10,9,1,1.7,3.8,4.75,1.72,3.88,4.85
I1,2023-01-04,Inter,Napoli,1,0,H,6,9,5,4,2.25,3.4,3.1,2.3,3.44,3.12
I1,2023-01-04,Udinese,Empoli,1,1,D,21,6,8,1,1.6,4.2,5.75,1.62,3.96,5.69
I1,2023-01-07,Fiorentina,Sassuolo,2,1,H,14,17,6,3,1.7,3.8,5.0,1.72,3.95,4.75
I1,2023-01-07,Juventus,Udinese,1,0,H,14,11,6,4,1.75,3.8,4.5,1.78,3.75,4.66
I1,2023-01-07,Monza,Inter,2,2,D,13,11,3,5,5.75,4.33,1.55,5.62,4.39,1.56
I1,2023-01-08,Salernitana,Torino,1,1,D,11,23,6,7,3.7,3.2,2.15,3.67,3.26,2.15
I1,2023-01-08,Lazio,Empoli,2,2,D,18,5,10,3,1.53,4.2,6.0,1.55,4.32,5.94
I1,2023-01-08,Spezia,Lecce,0,0,D,10,15,5,7,2.6,3.1,2.9,2.62,3.08,2.95
I1,2023-01-08,Sampdoria,Napoli,0,2,A,9,24,2,5,8.0,4.75,1.4,8.2,4.82,1.4
I1,2023-01-08,Milan,Roma,2,2,D,12,12,3,4,1.83,3.6,4.33,1.87,3.59,4.35
I1,2023-01-09,Verona,Cremonese,2,0,H,9,15,3,5,2.05,3.3,3.8,2.08,3.38,3.73
I1,2023-01-09,Bologna,Atalanta,1,2,A,12,7,4,0,3.4,3.4,2.15,3.42,3.44,2.16
I1,2023-01-13,Napoli,Juventus,5,1,H,14,11,2,5,1.91,3.5,4.0,1.96,3.49,4.06
I1,2023-01-14,Cremonese,Monza,2,3,A,11,8,4,2,2.8,3.3,2.55,2.86,3.32,2.54
I1,2023-01-14,Lecce,Milan,2,2,D,17,12,8,4,5.75,3.8,1.62,5.82,3.95,1.61
I1,2023-01-14,Inter,Verona,1,0,H,11,6,3,4,1.3,5.5,9.5,1.29,5.93,9.79
I1,2023-01-15,Sassuolo,Lazio,0,2,A,12,12,7,3,3.2,3.5,2.2,3.19,3.63,2.19
I1,2023-01-15,Torino,Spezia,0,1,A,11,13,7,2,1.62,3.8,5.5,1.65,3.88,5.56
I1,2023-01-15,Udinese,Bologna,1,2,A,20,15,6,4,1.91,3.4,4.2,1.97,3.45,4.04
I1,2023-01-15,Atalanta,Salernitana,8,2,H,19,7,5,2,1.4,5.0,7.0,1.39,5.1,7.81
I1,2023-01-15,Roma,Fiorentina,2,0,H,10,7,5,9,1.95,3.5,4.0,2.0,3.51,3.83
I1,2023-01-16,Empoli,Sampdoria,1,0,H,16,16,3,3,2.2,3.2,3.5,2.25,3.1,3.58
I1,2023-01-21,Verona,Lecce,2,0,H,11,9,5,4,2.38,3.1,3.2,2.41,3.05,3.31
